1	RANDOM	1	1	16.22932135	-133.147922	67.92480062	19.805755	-53.67618483	108.7842584	-27.80543744	-43.92836976	97.22216552	-44.62646172	-56.60173005	99.50697398	-65.79229823	-62.65654761	115.6791599	-47.8599767	-222.0523939	170.1434942	-81.83468519	-200.1671217	186.8682771	-11.35256614	0.52117175	0.356148254	0	0	0
2	RANDOM	1	2	4.883073673	-137.27531	61.86070822	22.14951068	-59.85469844	99.74658643	-30.80787343	-46.45589233	96.94452517	-65.79926845	-95.16455088	65.62694834	-77.46540057	-95.99335633	84.13381791	-45.3801581	-222.8020355	174.3339522	-76.2918873	-200.0899623	194.8875387	-11.33133441	0.93347865	0.436728387	0	0	0
3	RANDOM	1	3	1.026147244	-138.3837116	67.57947433	27.25590588	-58.39075939	91.1878756	-24.47344376	-41.56546299	93.94537981	-169.8484042	141.7722408	222.458267	-58.07890131	-94.46879183	82.60293129	-31.0437926	-207.6586716	190.6804234	-58.66303108	-184.9766251	215.5022393	-11.36320794	0.588787767	0.40565336	0	0	0
4	RANDOM	1	4	2.211068821	-141.613539	73.42772861	26.68252501	-61.0017696	93.01911376	-25.71253454	-44.99968814	96.16862147	-54.45081267	-72.82319622	107.9632818	-72.41679166	-82.72141284	125.849655	-29.58512802	-200.7999568	197.5882451	-57.69488145	-178.4906967	221.5159476	-11.29127273	1.011233096	0.453452985	0	0	0
5	RANDOM	1	5	0.946032869	-140.1763336	79.44744564	31.89537606	-67.2971126	93.88415137	-21.65497485	-45.82366464	96.492414	-9.500821252	-100.1960983	26.08342794	-63.37459904	-128.8554201	120.061539	-34.36695384	-190.8918808	208.7201662	-63.17622677	-167.9886453	231.2929366	-11.68943603	0.30636964	-0.380669014	0	0	0
6	RANDOM	1	6	-4.832783769	-141.5491697	71.90059667	26.99038599	-66.75249405	92.83762994	-20.01167378	-45.68739352	95.07840365	-35.28977454	-41.53170362	108.7515002	-54.56129657	-49.49459333	130.2550495	-44.68235032	-197.1359558	196.941496	-74.0491142	-174.3967422	220.3170483	-11.29059114	0.668158607	-0.542629288	0	0	0
7	RANDOM	1	7	2.853267603	-142.6405328	74.03043433	28.42508614	-67.76932489	99.29642332	-22.41089527	-49.63517672	99.16003249	-34.99468096	-80.9814909	57.64034272	-51.94740932	-88.10358906	82.26143312	-40.86605563	-208.9144128	192.695015	-71.30940486	-184.7890057	212.1028984	-11.75859322	0.586432876	-0.321103407	0	0	0
8	RANDOM	1	8	0.923848773	-134.4473959	64.6391356	25.79269045	-63.06672169	98.3797322	-27.89312486	-43.18303245	97.14698053	-61.60759641	-63.37469959	51.2783522	-68.18768579	-94.72078425	73.07590489	-48.05274696	-214.9074156	175.1432163	-79.52855512	-192.995494	196.080231	-11.29318052	0.750312279	-0.314567244	0	0	0
9	RANDOM	1	9	2.198207439	-134.4776473	68.29389085	30.16551539	-63.36787672	102.9479512	-22.6618168	-46.02440393	104.8314688	-54.57610839	-98.70271073	95.27452707	-69.4142828	-119.557972	107.3929761	-35.50380778	-215.4559664	184.094878	-65.67383265	-194.2169072	207.3247498	-11.7676335	1.144930485	0.124543062	0	0	0
10	RANDOM	1	10	-5.457544239	-140.3332438	70.33233499	32.97038262	-72.4117563	98.5443392	-22.3912837	-49.49998278	103.7804846	-9.812734449	-141.3708501	87.03581129	-53.0437396	-93.99150293	150.4941521	-37.96454442	-220.3042048	181.9104032	-65.15588299	-198.3406762	207.5331881	-11.9248859	0.64439982	-0.352050199	0	0	0
11	RANDOM	2	1	-6.535250164	-141.9315947	65.76528184	20.42214331	-69.45782786	108.1830413	-33.16026638	-49.17900749	100.4289577	-68.80735784	-106.3798564	75.26316283	-85.91230852	-114.8056762	83.32409088	-58.03468594	-231.6574968	158.5792117	-89.32100804	-208.694488	179.2293221	-11.74896141	1.833800881	0.75681088	0	0	0
12	RANDOM	2	2	1.738749385	-140.3420831	69.47206445	16.93414664	-59.94926696	107.014128	-35.85657554	-49.10910269	93.31035525	-64.39597922	-84.3120771	86.52637839	-81.97010472	-92.82553227	99.07303914	-53.41650452	-225.258731	167.3328332	-85.36817013	-202.4671757	187.3560314	-11.42583929	1.552664133	0.605558987	0	0	0
13	RANDOM	2	3	-2.715325571	-143.176505	70.15276232	24.95743231	-64.78355211	90.62021901	-29.03311208	-47.56354641	94.88741605	-59.24473109	-85.94775376	95.09807537	-75.33697522	-95.77492721	114.0481253	-28.197225	-208.1142864	193.7582427	-55.81951004	-185.6270814	217.9474599	-11.32705138	1.704471346	0.834802422	0	0	0
14	RANDOM	2	4	-9.142798585	-146.1235786	76.51770485	29.37049285	-72.06850015	93.99031296	-20.85896426	-47.34776634	97.03591134	-35.01205435	23.30457957	67.18351505	-69.09365652	-77.65442966	107.0849514	-37.74315412	-202.3543001	198.2215838	-64.26085369	-179.2628229	223.2980773	-11.54870217	1.400020262	0.702294076	0	0	0
15	RANDOM	2	5	2.857448638	-143.9487182	76.22060955	33.65719928	-70.62448397	93.96361897	-19.27920314	-49.45234119	95.50087627	-27.59619134	-71.92172488	118.2391985	-10.12142409	-49.00566788	72.09383408	-35.641964	-203.8151511	196.176681	-62.85366003	-180.1859246	220.575135	-11.40680651	0.495245464	0.627287867	0	0	0
16	RANDOM	2	6	-6.684340274	-145.6226451	75.13732732	26.81035869	-70.31286298	91.94420142	-24.00170704	-46.92689965	90.73250633	-56.34511133	-75.37897915	88.02535522	-65.980318	-65.7181607	60.38631235	-47.5759175	-198.7940111	193.9812277	-74.87369389	-174.5797584	218.9343142	-11.4048894	1.268141182	0.503884024	0	0	0
17	RANDOM	2	7	-0.518458635	-145.2119361	70.20101831	24.92528063	-65.79154039	99.97511785	-23.51657333	-49.89759783	93.60263294	47.28598009	29.23447141	54.4581116	18.22401754	-36.47696167	74.31883625	-50.307573	-209.9535931	184.186739	-80.84924185	-186.2441079	205.3281648	-11.37513267	0.890820419	0.669528667	0	0	0
18	RANDOM	2	8	2.750449583	-138.3589715	72.24488785	27.84208799	-64.71798446	105.5288388	-28.96804387	-46.805858	102.0454369	-37.7462476	-49.15191332	68.4047123	-42.85826658	-48.48542553	78.62566645	-40.97790386	-220.4360748	176.6824601	-72.03015132	-197.839301	198.6588394	-11.71252778	1.2432654	0.510927801	0	0	0
19	RANDOM	2	9	1.667221978	-141.0372361	66.42302206	35.61946416	-71.41236816	100.5715442	-16.63074189	-49.352303	102.5564469	-50.83493239	-86.50965818	85.50275332	-69.51558704	-101.1857066	110.7506655	-37.01115473	-218.7197248	178.0718715	-65.02949368	-196.4864325	202.793973	-11.58539127	0.851540714	0.604347659	0	0	0
20	RANDOM	2	10	-11.93765999	-143.5146211	74.629091	24.18293933	-72.17445174	103.6672136	-30.88722993	-51.01032399	106.0888923	-73.07727063	-116.2569218	85.38141368	-82.86332712	-126.2346173	114.1689789	-47.42167447	-217.0780706	181.6836919	-76.5409871	-194.8963424	205.6295723	-11.85123005	1.799641546	0.764153867	0	0	0
21	RANDOM	3	1	-6.535250164	-141.9315947	65.76528184	20.42214331	-69.45782786	108.1830413	-33.16026638	-49.17900749	100.4289577	-68.80735784	-106.3798564	75.26316283	-85.91230852	-114.8056762	83.32409088	-58.03468594	-231.6574968	158.5792117	-89.32100804	-208.694488	179.2293221	-11.74896141	1.833800881	0.75681088	0	0	0
22	RANDOM	3	2	1.738749385	-140.3420831	69.47206445	16.93414664	-59.94926696	107.014128	-35.85657554	-49.10910269	93.31035525	-64.39597922	-84.3120771	86.52637839	-81.97010472	-92.82553227	99.07303914	-53.41650452	-225.258731	167.3328332	-85.36817013	-202.4671757	187.3560314	-11.42583929	1.552664133	0.605558987	0	0	0
23	RANDOM	3	3	-2.715325571	-143.176505	70.15276232	24.95743231	-64.78355211	90.62021901	-29.03311208	-47.56354641	94.88741605	-59.24473109	-85.94775376	95.09807537	-75.33697522	-95.77492721	114.0481253	-28.197225	-208.1142864	193.7582427	-55.81951004	-185.6270814	217.9474599	-11.32705138	1.704471346	0.834802422	0	0	0
24	RANDOM	3	4	-9.142798585	-146.1235786	76.51770485	29.37049285	-72.06850015	93.99031296	-20.85896426	-47.34776634	97.03591134	-35.01205435	23.30457957	67.18351505	-69.09365652	-77.65442966	107.0849514	-37.74315412	-202.3543001	198.2215838	-64.26085369	-179.2628229	223.2980773	-11.54870217	1.400020262	0.702294076	0	0	0
