1	RANDOM	1	1	27.3448	-127.7101	89.0379	8.1866	-53.8063	87.6973	-53.1426	-72.1041	85.4716	96.7958	-63.8619	48.1575	-61.1849	-102.2551	89.6947	-5.4478	-172.9228	216.1606	-66.2	-152.0502	220.6824	-10.6491	-0.0625	0.8691	0	0	0
2	RANDOM	1	2	27.0309	-125.1161	81.7558	9.2761	-51.7145	83.3531	-55.8829	-75.0345	84.9637	-54.0748	-95.2846	96.9706	-77.4873	-81.0896	127.6663	2.5227	-186.3765	210.485	-58.2911	-165.9206	217.2108	-10.8786	-0.1071	1.3725	0	0	0
3	RANDOM	1	3	31.1793	-121.5525	86.4842	17.9387	-44.5159	91.7604	-54.3956	-75.5408	86.4585	-57.1602	-103.1623	96.8147	-76.9965	-101.1453	119.9891	3.601	-178.8503	209.2293	-58.6731	-161.8384	212.46	-10.6097	-0.1452	0.7951	0	0	0
4	RANDOM	1	4	16.2738	-133.4173	88.8496	26.9621	-48.2987	94.2655	-47.4565	-65.0198	89.8825	-53.0749	-67.8624	108.3113	-75.5818	-69.79	134.0082	-2.7281	-165.0545	223.1524	-61.5599	-140.2861	230.7253	-10.6884	-0.0241	0.7692	0	0	0
5	RANDOM	1	5	27.2314	-124.2713	82.2924	15.5366	-46.3383	93.2288	-51.7946	-64.1068	80.4619	-37.978	-96.2734	84.1967	-66.7006	-96.2628	106.4475	-13.4509	-180.6358	211.7463	-73.9016	-157.1478	207.6489	-11.8405	1.2705	2.0145	0	0	0
6	RANDOM	1	6	36.2463	-125.3768	85.3763	22.4046	-48.5094	90.9809	-45.2857	-69.2729	77.5958	14.0728	-115.5856	35.7002	-58.9732	-94.7095	116.0539	-10.4868	-176.3269	209.5396	-71.0359	-153.8093	204.9898	-10.684	-0.517	0.2879	0	0	0
7	RANDOM	1	7	32.5453	-122.9103	86.4628	22.186	-51.2277	87.1667	-54.3541	-75.2331	83.0072	113.6552	-69.0812	197.8732	147.8508	-41.5404	159.2399	-4.289	-181.7612	209.1009	-65.6559	-160.4398	209.6817	-10.8712	0.117	1.1149	0	0	0
8	RANDOM	1	8	32.2641	-128.0837	87.2015	13.4398	-50.6094	91.5261	-46.0588	-68.6562	81.3397	-35.6081	-95.5904	65.3597	-39.2706	-122.247	47.3098	-6.0318	-181.6455	211.3455	-68.5649	-165.7081	210.574	-10.6828	-0.3185	0.117	0	0	0
9	RANDOM	1	9	19.3877	-131.9346	81.2075	21.3392	-55.8398	100.6172	-45.5557	-58.7673	88.8735	-61.6496	-60.9053	99.8809	-94.7256	-50.9645	148.5311	-15.4117	-190.4667	202.3923	-76.628	-169.3874	208.9289	-10.6289	-0.4394	0.2586	0	0	0
10	RANDOM	1	10	20.1633	-125.3955	82.3403	19.8919	-48.3365	99.7084	-56.3997	-74.318	87.3263	-59.2389	-87.6002	94.5724	-63.9281	-107.8936	112.2758	-5.7799	-187.424	208.0155	-66.7834	-168.2014	214.5598	-10.5716	0.6159	1.0685	0	0	0
