1	RANDOM	1	1	34.791	-128.7936	92.5353	-26.0902	-48.3537	117.3394	-44.954	-52.0562	86.2894	-77.1373	-50.107	100.7268	-103.5988	-69.8842	91.4571	-49.0199	-218.4544	149.0415	-98.079	-204.8161	114.0556	-11.7573	-0.1031	-0.3031	0	0	0
2	RANDOM	1	2	28.4344	-133.1734	98.9835	-13.6376	-46.8715	128.4641	-47.8437	-55.5023	98.1259	-69.2327	-50.653	115.3554	-87.4524	-72.1675	108.2917	-47.2998	-215.2344	177.9104	-100.7514	-193.1301	159.5117	-14.7806	2.7183	-0.1948	0	0	0
3	RANDOM	1	3	35.1953	-135.6861	93.5805	2.0592	-47.042	121.4572	-32.8167	-49.6076	92.94	-58.777	-40.8443	113.2126	-81.5414	-59.8077	108.6123	-40.9657	-207.9501	182.7169	-93.7004	-185.4735	163.3538	-11.6041	0.1182	0.1515	0	0	0
4	RANDOM	1	4	39.309	-127.906	87.2777	5.0735	-48.2202	116.4173	-34.7335	-53.2323	83.2607	-60.6643	-44.4531	103.3644	-79.6157	-63.9859	97.2088	-36.425	-209.2998	168.3672	-89.5727	-187.3622	149.964	-11.707	-0.2099	-0.0251	0	0	0
5	RANDOM	1	5	31.4893	-133.3888	84.766	24.3928	-41.7262	99.041	-37.6916	-51.824	80.8939	-54.9779	-31.8045	109.6021	-74.3517	-51.7941	113.6263	-21.3443	-188.7462	199.3423	-75.0452	-163.7784	195.9743	-12.198	-0.0948	-0.451	0	0	0
6	RANDOM	1	7	22.5228	-133.478	85.5559	18.5926	-47.1275	96.7545	-42.4317	-56.4171	84.0546	-61.876	-43.8581	106.6481	-80.6453	-67.0814	110.9837	-17.5006	-192.7661	205.9389	-71.7469	-168.7121	200.9186	-12.8077	0.319	-0.5096	0	0	0
7	RANDOM	1	8	23.0718	-138.1664	84.9938	21.5398	-52.0406	101.2981	-35.3509	-51.8351	88.0271	-56.459	-42.0362	113.615	-75.7455	-64.7591	113.5608	-22.1349	-201.9745	199.926	-74.9675	-176.4982	192.4121	-12.1476	0.4571	-1.0642	0	0	0
8	RANDOM	1	9	23.8915	-138.422	88.206	23.2313	-49.4225	101.6615	-28.2668	-49.4643	86.7778	-46.8886	-39.1408	111.615	-68.8803	-58.6194	114.848	-18.4745	-195.1453	206.0681	-72.2867	-171.3152	199.6154	-11.737	-0.518	-0.9123	0	0	0
9	RANDOM	1	10	27.0564	-135.284	91.415	23.7892	-46.1225	101.2189	-31.6487	-51.1696	90.0177	-49.8391	-36.862	112.4569	-69.1558	-56.9515	118.3891	-14.6431	-188.9213	212.0169	-67.9266	-163.6086	208.7337	-11.8846	0.0273	-0.497	0	0	0
10	RANDOM	2	1	36.2154	-145.7176	98.4095	-10.915	-60.4069	132.6742	-37.2842	-60.3197	96.863	-65.0256	-58.3124	113.7244	-87.7082	-78.9375	101.0401	-47.0544	-229.0882	166.1051	-98.2441	-210.6719	137.9404	-12.7562	-0.2546	0.2197	0	0	0
