1	0	48.5	0
2	48.6	66.2	0
3	84.1	61.4	0
4	97.1	58	-4.7
5	123.9	48.5	-4.7

6	123.9	-33.6	-4.7
7	97.1	-44.8	-4.7
8	84.1	-30.9	0
9	45.8	-10.4	0
10	45.8	14	0

11	20.7	14	0
12	20.7	-46.4	0
13	0	-35.8	0

14	0	48.5	-31.1
15	48.6	66.2	-37.5
16	84.1	61.4	-37.5
17	97.1	58	-36.1
18	123.9	48.5	-23.2

19	123.9	-33.6	-23.2
20	97.1	-44.8	-36.1
21	84.1	-30.9	-37.5
22	20.7	-46.4	-34.7
23	0	-35.8	-31.1

24     	20.7	14	-25
25	45.8	14	-25
26	45.8	-10.4	-25
27	84.1	-30.9	-20
28	97.1	-44.8	-20
29	20.7	-46.4	-20
